date/time,Payment Type,order id,description,total,Transaction Type,Invoice Date,Order Id,Shipment Date,Order Date,Shipment Item Id,Item Description,Invoice Amount
6/9/2024,"Order
",204-1893920-0095468,Product A,214.46,Payment,,,,,,,
6/9/2024,"Order
",604-3131754-1236564,Product A,168.28,Payment,,,,,,,
6/9/2024,"Order
",604-7613622-8370936,Product A,198.45,Payment,,,,,,,
6/9/2024,"Order
",171-4598935-3574923,Product A,796.49,Payment,,,,,,,
6/9/2024,"Refund
",704-6952721-1659975,Product A,"-1,679.96",Payment,,,,,,,
6/9/2024,"Order
",604-1834733-8434825,Product A,414.15,Payment,,,,,,,
6/9/2024,"Order
",204-5436310-0551510,Product A,214.46,Payment,,,,,,,
6/9/2024,"Order
",404-0149631-0413779,Product A,257.61,Payment,,,,,,,
6/9/0202,"Order
",604-2888736-0195485,Product A,414.14,Payment,,,,,,,
6/9/0202,"Order
",504-7358483-7653433,Product A,178.91,Payment,,,,,,,
6/9/0202,"Refund
",704-1435712-4338289,Product A,"-1,363.34",Payment,,,,,,,
6/9/0202,"Transfer
",,To account ending with:,"-1,28,119.56",Payment,,,,,,,
6/9/0202,"Order
",504-7419239-1032995,Product A,"1,439.14",Payment,,,,,,,
6/9/0202,"Order
",804-0974646-6313189,Product A,567.78,Payment,,,,,,,
6/9/0202,"Order
",604-8816467-5613171,Product A,257.61,Payment,,,,,,,
6/9/0202,"Order
",804-0403869-2211674,Product A,204.21,Payment,,,,,,,
6/9/0202,"Refund
",704-4913642-5155140,Product A,-608.72,Payment,,,,,,,
6/9/0202,"Service Fee
",,Cost of Advertising,"-2,421.31",Payment,,,,,,,
6/9/0202,"Refund
",804-7127833-7538066,Product A,"-1,463.93",Payment,,,,,,,
6/9/0202,"Refund
",404-8597511-9676243,Product A,-878.56,Payment,,,,,,,
6/9/0202,"Order
",604-7006037-0132554,Product A,"1,086.62",Payment,,,,,,,
6/9/0202,"Order
",204-6003530-6497988,Product A,568.75,Payment,,,,,,,
6/9/0202,"Order
",604-2729919-5297983,Product A,436.26,Payment,,,,,,,
6/9/0202,"Order
",504-6493041-7674784,Product A,239.71,Payment,,,,,,,
6/9/0202,"Service Fee
",,Cost of Advertising,"-2,451.69",Payment,,,,,,,
6/9/0202,"Order
",404-2533270-1311646,Product A,257.61,Payment,,,,,,,
6/9/0202,"Order
",171-2044708-4272813,Product A,356.18,Payment,,,,,,,
6/9/0202,"Order
",604-1092541-1415820,Product A,265.62,Payment,,,,,,,
6/9/0202,"Order
",604-4724207-2317992,Product A,289.98,Payment,,,,,,,
6/9/0202,"Order
",804-2928522-5591485,Product A,194.56,Payment,,,,,,,
6/9/0202,"Order
",504-3198398-3530872,Product A,239.7,Payment,,,,,,,
6/9/0202,"Order
",304-8382218-8238663,Product A,577.59,Payment,,,,,,,
6/9/0202,"Order
",404-4472548-4455137,Product A,165.21,Payment,,,,,,,
6/9/0202,"Order
",804-2265397-2038037,Product A,"1,279.12",Payment,,,,,,,
6/9/0202,Fulfilment Fee Refund,804-2707763-0057451,Fulfillment Fee Refund,89.68,Payment,,,,,,,
6/9/0202,"Order
",304-4627724-4470191,Product A,265.89,Payment,,,,,,,
6/9/0202,"Order
",404-2774375-1391474,Product A,178.91,Payment,,,,,,,
6/9/0202,"Refund
",804-2707763-0057451,Product A,-325.79,Payment,,,,,,,
6/9/0202,"Order
",704-3087498-8355701,Product A,239.92,Payment,,,,,,,
6/9/0202,"Order
",604-0725891-1099236,Product A,178.9,Payment,,,,,,,
6/9/0202,"Order
",171-6954890-2499821,Product A,"1,007.68",Payment,,,,,,,
6/9/0202,"Order
",304-9224142-3532331,Product A,257.6,Payment,,,,,,,
6/9/0202,"Order
",171-3676863-8174350,Product A,390.19,Payment,,,,,,,
6/9/0202,"Order
",804-4714443-1170743,Product A,178.91,Payment,,,,,,,
6/9/0202,"Adjustment
",404-9401084-8172258,FBA Inventory Reimbursement - Customer Return,84.12,Payment,,,,,,,
6/9/0202,"Order
",304-6987794-8059382,Product A,436.27,Payment,,,,,,,
6/9/0202,"Order
",171-6810526-4515650,Product A,165.22,Payment,,,,,,,
6/9/0202,"Service Fee
",,Cost of Advertising,"-2,804.32",Payment,,,,,,,
6/9/0202,"Order
",304-7127197-7695205,Product A,317.89,Payment,,,,,,,
6/9/0202,"Order
",204-0945267-9630465,Product A,722.58,Payment,,,,,,,
6/9/0202,"Refund
",304-2100210-2034851,Product A,-967.5,Payment,,,,,,,
6/9/0202,"Adjustment
",404-3391823-9174590,FBA Inventory Reimbursement - Customer Return,169.75,Payment,,,,,,,
6/9/0202,"Order
",804-3511591-5251921,Product A,935.27,Payment,,,,,,,
6/9/0202,"Order
",804-3869201-7155597,Product A,568.74,Payment,,,,,,,
6/9/0202,"Order
",404-2967198-1691896,Product A,414.14,Payment,,,,,,,
6/9/0202,"Order
",604-9958914-4051995,Product A,131.89,Payment,,,,,,,
6/9/0202,"Order
",604-4350833-1491260,Product A,366.59,Payment,,,,,,,
6/9/0202,"Refund
",804-3785658-3630882,Product A,-924.98,Payment,,,,,,,
6/9/0202,"Order
",504-8545196-5097982,Product A,454.06,Payment,,,,,,,
6/9/0202,"Order
",504-8545196-5097982,Product A,208.04,Payment,,,,,,,
6/9/0202,"Order
",404-6896617-9636937,Product A,525.47,Payment,,,,,,,
6/9/0202,"Order
",304-9607059-6034860,Product A,102.38,Payment,,,,,,,
6/9/0202,"Order
",304-9607059-6034860,Product A,190.88,Payment,,,,,,,
6/9/0202,"Order
",504-7413037-8155511,Product A,239.03,Payment,,,,,,,
6/9/0202,"Order
",204-7988161-6355968,Product A,239.92,Payment,,,,,,,
6/9/0202,"Order
",404-1132242-3499242,Product A,577.58,Payment,,,,,,,
6/9/0202,"Order
",704-6115597-6670585,Product A,946.9,Payment,,,,,,,
6/9/0202,"Order
",604-3623807-2536527,Product A,818.33,Payment,,,,,,,
6/9/0202,"Order
",304-6210379-8534852,Product A,905.01,Payment,,,,,,,
6/9/0202,"Order
",504-2920904-9457606,Product A,239.71,Payment,,,,,,,
6/9/0202,"Order
",204-4171613-7195276,Product A,568.74,Payment,,,,,,,
6/9/0202,"Order
",171-2759617-9319277,Product A,411.35,Payment,,,,,,,
6/9/0202,"Order
",204-5463037-0378981,Product A,681.95,Payment,,,,,,,
6/9/0202,"Service Fee
",,Cost of Advertising,"-2,793.87",Payment,,,,,,,
6/9/0202,"Order
",304-2674789-0597380,Product A,189.25,Payment,,,,,,,
6/9/0202,"Order
",504-9433769-3074796,Product A,239.7,Payment,,,,,,,
6/9/0202,"Order
",804-0945780-7478956,Product A,293.28,Payment,,,,,,,
6/9/0202,"Order
",171-6422396-2511093,Product A,192.24,Payment,,,,,,,
6/9/0202,"Order
",171-6422396-2511093,Product A,364.28,Payment,,,,,,,
6/9/0202,"Order
",304-6708404-4693145,Product A,257.61,Payment,,,,,,,
6/9/0202,"Order
",704-4617438-3095832,Product A,414.15,Payment,,,,,,,
6/9/0202,"Order
",171-6232605-3457814,Product A,414.14,Payment,,,,,,,
6/9/0202,"Order
",304-9794354-2513731,Product A,165.22,Payment,,,,,,,
6/9/0202,"Service Fee
",,Cost of Advertising,"-2,422.23",Payment,,,,,,,
6/9/0202,"Order
",504-1745276-8355966,Product A,356.19,Payment,,,,,,,
6/9/0202,"Order
",504-1272863-8236958,Product A,168.28,Payment,,,,,,,
6/9/0202,"Order
",204-4583422-3651911,Product A,228.47,Payment,,,,,,,
6/9/0202,"Order
",404-6390859-0438295,Product A,577.59,Payment,,,,,,,
6/9/0202,"Order
",604-0122174-5032102,Product A,"1,336.72",Payment,,,,,,,
6/9/0202,"Order
",604-0122174-5032102,Product A,"1,580.11",Payment,,,,,,,
6/9/0202,"Order
",604-0122174-5032102,Product A,"1,281.16",Payment,,,,,,,
6/9/0202,"Adjustment
",504-4277975-3693718,FBA Inventory Reimbursement - Customer Return,172.89,Payment,,,,,,,
6/9/0202,"Order
",171-2458448-7413101,Product A,265.63,Payment,,,,,,,
6/9/0202,"Order
",204-3194156-7034037,Product A,945.28,Payment,,,,,,,
6/9/0202,"Order
",804-7208944-8053888,Product A,912.27,Payment,,,,,,,
6/9/0202,"Service Fee
",,Cost of Advertising,"-2,411.13",Payment,,,,,,,
6/9/0202,"Refund
",504-0194322-1270995,Product A,-556.6,Payment,,,,,,,
6/9/0202,"Order
",704-1696113-4395000,Product A,414.14,Payment,,,,,,,
6/9/0202,"Order
",504-2181388-0376019,Product A,61.17,Payment,,,,,,,
6/9/0202,"Order
",304-7138858-6332520,Product A,178.91,Payment,,,,,,,
6/9/0202,"Order
",604-9549175-3595089,Product A,102.38,Payment,,,,,,,
6/9/0202,"Order
",604-9549175-3595089,Product A,190.88,Payment,,,,,,,
6/9/0202,"Order
",504-1191692-3495692,Product A,480.72,Payment,,,,,,,
6/9/0202,"Order
",304-3186312-5178754,Product A,365.92,Payment,,,,,,,
6/9/0202,"Adjustment
",704-9541995-2332916,FBA Inventory Reimbursement - Customer Return,179.46,Payment,,,,,,,
6/9/0202,"Refund
",504-5239598-8672414,Product A,-844.17,Payment,,,,,,,
6/9/0202,"Refund
",171-8948192-0519653,Product A,-564.44,Payment,,,,,,,
6/9/0202,"Order
",804-6706670-2038832,Product A,890.32,Payment,,,,,,,
6/9/0202,"Order
",404-1719193-0291224,Product A,257.6,Payment,,,,,,,
6/9/0202,"Order
",604-8664791-7432543,Product A,414.14,Payment,,,,,,,
6/9/0202,"Order
",604-4331663-3657085,Product A,763.34,Payment,,,,,,,
6/9/0202,"Order
",504-4399824-3372453,Product A,196.71,Payment,,,,,,,
6/9/0202,"Order
",304-4310416-8432141,Product A,436.25,Payment,,,,,,,
6/9/0202,"Order
",704-9632523-9278514,Product A,390.19,Payment,,,,,,,
6/9/0202,"Order
",504-9097681-8317160,Product A,356.18,Payment,,,,,,,
6/9/0202,"Order
",704-5407583-5493392,Product A,356.18,Payment,,,,,,,
6/9/0202,"Order
",304-9383643-7234215,Product A,289.98,Payment,,,,,,,
6/9/0202,"Order
",604-3923123-5459309,Product A,609.2,Payment,,,,,,,
6/9/0202,"Order
",504-2939253-1370573,Product A,306.85,Payment,,,,,,,
6/9/0202,"Order
",304-4940443-6632168,Product A,390.19,Payment,,,,,,,
6/9/0202,"Order
",804-4417093-6019661,Product A,818.33,Payment,,,,,,,
6/9/0202,"Order
",604-8847889-5699435,Product A,257.61,Payment,,,,,,,
6/9/0202,"Order
",504-0194661-0399656,Product A,483.77,Payment,,,,,,,
6/9/0202,"Order
",604-6969773-9359741,Product A,461.98,Payment,,,,,,,
6/9/0202,"Order
",504-9656695-8697991,Product A,165.22,Payment,,,,,,,
6/9/0202,"Order
",304-4154649-7534681,Product A,356.19,Payment,,,,,,,
6/9/0202,"Order
",704-2792559-6234289,Product A,345.09,Payment,,,,,,,
6/9/0202,"Order
",704-2792559-6234289,Product A,290.47,Payment,,,,,,,
6/9/0202,"Order
",804-6328217-1491657,Product A,-93.22,Payment,,,,,,,
6/9/0202,"Order
",204-0702100-7219010,Product A,436.26,Payment,,,,,,,
6/9/0202,"Order
",504-1779806-1032304,Product A,178.91,Payment,,,,,,,
6/9/0202,"Adjustment
",604-1794910-8391222,FBA Inventory Reimbursement - Customer Return,93,Payment,,,,,,,
6/9/0202,"Service Fee
",,Cost of Advertising,"-2,443.32",Payment,,,,,,,
6/9/0202,"Order
",804-5518414-0034455,Product A,366.59,Payment,,,,,,,
6/9/0202,"Order
",404-4586421-2074354,Product A,606.97,Payment,,,,,,,
6/9/0202,"Order
",204-6334163-4136161,Product A,836.26,Payment,,,,,,,
6/9/0202,"Order
",171-2660339-9295042,Product A,366.59,Payment,,,,,,,
6/9/0202,"Order
",804-7884139-5515056,Product A,"1,007.68",Payment,,,,,,,
6/9/0202,"Order
",804-2250218-3338068,Product A,468.61,Payment,,,,,,,
6/9/0202,"Order
",704-3271828-2695282,Product A,414.14,Payment,,,,,,,
6/9/0202,"Order
",604-8816467-5613171,Product A,257.61,Payment,,,,,,,
6/9/0202,"Order
",304-2167555-1232188,Product A,644.42,Payment,,,,,,,
6/9/0202,"Order
",604-3706948-7511845,Product A,265.63,Payment,,,,,,,
6/9/0202,"Order
",171-2868170-1655149,Product A,536.84,Payment,,,,,,,
6/9/0202,"Order
",204-0872917-5511268,Product A,204.2,Payment,,,,,,,
6/9/0202,"Order
",171-8995059-2438613,Product A,480.71,Payment,,,,,,,
6/9/0202,"Order
",204-4815146-5138046,Product A,257.61,Payment,,,,,,,
6/9/0202,"Order
",604-1371986-9232593,Product A,506.08,Payment,,,,,,,
6/9/0202,"Order
",704-0664711-2611031,Product A,274.24,Payment,,,,,,,
6/9/0202,"Adjustment
",304-6660220-2197913,FBA Inventory Reimbursement - Customer Return,43.64,Payment,,,,,,,
6/9/0202,"Order
",171-9283062-7078556,Product A,131.89,Payment,,,,,,,
6/9/0202,"Order
",404-1222109-8034662,Product A,265.63,Payment,,,,,,,
6/9/0202,"Order
",504-9262878-8191863,Product A,233.04,Payment,,,,,,,
6/9/0202,"Order
",504-3567565-6099881,Product A,317.89,Payment,,,,,,,
6/9/0202,"Order
",304-5576037-9215690,Product A,203.53,Payment,,,,,,,
6/9/0202,"Adjustment
",504-6985699-3493159,FBA Inventory Reimbursement - Customer Return,113.47,Payment,,,,,,,
6/9/0202,"Service Fee
",,Cost of Advertising,"-2,434.48",Payment,,,,,,,
6/9/0202,"Order
",171-9168678-6097956,Product A,880.45,Payment,,,,,,,
6/9/0202,"Order
",704-0474461-6438865,Product A,"1,007.68",Payment,,,,,,,
6/9/0202,"Order
",704-1911545-7391247,Product A,817.33,Payment,,,,,,,
6/9/0202,"Order
",304-0104071-8172408,Product A,198.45,Payment,,,,,,,
6/9/0202,"Order
",204-5625077-2557007,Product A,609.21,Payment,,,,,,,
6/9/0202,"Order
",404-9135776-4634677,Product A,336.04,Payment,,,,,,,
6/9/0202,"Order
",304-5879535-2413305,Product A,168.28,Payment,,,,,,,
6/9/0202,"Order
",704-1094231-9076416,Product A,825.65,Payment,,,,,,,
6/9/0202,"Order
",504-8480472-2172899,Product A,196.01,Payment,,,,,,,
6/9/0202,"Order
",604-7709984-2699635,Product A,239.7,Payment,,,,,,,
6/9/0202,"Order
",171-7583685-5530491,Product A,257.61,Payment,,,,,,,
6/9/0202,"Order
",704-1167783-9178335,Product A,257.61,Payment,,,,,,,
6/9/0202,"Service Fee
",,Cost of Advertising,"-2,895.85",Payment,,,,,,,
6/9/0202,"Order
",504-8537198-1295253,Product A,121.75,Payment,,,,,,,
6/9/0202,"Order
",504-8537198-1295253,Product A,206.61,Payment,,,,,,,
6/9/0202,"Order
",704-2138912-4511428,Product A,845.17,Payment,,,,,,,
6/9/0202,"Order
",704-2138912-4511428,Product A,744.21,Payment,,,,,,,
6/9/2024,"Order
",204-0265954-5017915,Product A,198.45,Payment,,,,,,,
6/9/2024,Fulfilment Fee Refund,704-8520784-4193776,Fulfillment Fee Refund,293.82,Payment,,,,,,,
6/9/2024,"Order
",204-1467093-6319400,Product A,895.91,Payment,,,,,,,
6/9/2024,"Refund
",704-8520784-4193776,Product A,"-1,325.88",Payment,,,,,,,
6/9/2024,"Adjustment
",171-5084458-9659347,FBA Inventory Reimbursement - Customer Service Issue,"1,294.01",Payment,,,,,,,
6/9/2024,"Order
",604-8976791-7357209,Product A,196.71,Payment,,,,,,,
6/9/2024,Fulfilment Fee Refund,204-3380063-0499623,Fulfillment Fee Refund,119.18,Payment,,,,,,,
6/9/2024,"Order
",504-0676270-0051703,Product A,366.59,Payment,,,,,,,
6/9/2024,"Order
",171-3235690-4095285,Product A,657.19,Payment,,,,,,,
6/9/2024,"Order
",304-5976915-7093141,Product A,256.34,Payment,,,,,,,
6/9/2024,"Order
",304-5976915-7093141,Product A,321.63,Payment,,,,,,,
6/9/2024,Fulfilment Fee Refund,171-3548133-9330088,Fulfillment Fee Refund,119.18,Payment,,,,,,,
6/9/2024,"Refund
",204-3380063-0499623,Product A,-541.48,Payment,,,,,,,
6/9/2024,"Order
",704-1223069-3059571,Product A,414.14,Payment,,,,,,,
6/9/2024,"Order
",304-6053515-3295294,Product A,131.89,Payment,,,,,,,
6/9/2024,"Order
",804-8072518-6257411,Product A,567.79,Payment,,,,,,,
6/9/2024,Fulfilment Fee Refund,404-7251316-1693300,Fulfillment Fee Refund,93.22,Payment,,,,,,,
6/9/2024,"Refund
",171-3548133-9330088,Product A,-375.78,Payment,,,,,,,
6/9/2024,"Order
",304-6165865-9138605,Product A,234.01,Payment,,,,,,,
6/9/2024,"Adjustment
",504-1036577-3053075,FBA Inventory Reimbursement - Customer Return,348.53,Payment,,,,,,,
6/9/2024,"Order
",204-5523265-0474950,Product A,280.98,Payment,,,,,,,
6/9/2024,"Refund
",404-7251316-1693300,Product A,-563.97,Payment,,,,,,,
6/9/2024,"Order
",404-2827611-1359338,Product A,366.59,Payment,,,,,,,
6/9/2024,"Order
",304-8987865-7115099,Product A,836.28,Payment,,,,,,,
6/9/2024,"Order
",404-0573173-1272259,Product A,393.09,Payment,,,,,,,
6/9/2024,"Order
",404-0573173-1272259,Product A,225.05,Payment,,,,,,,
6/9/2024,"Order
",304-4824237-2059321,Product A,198.45,Payment,,,,,,,
6/9/2024,"Order
",171-8718230-3230483,Product A,131.21,Payment,,,,,,,
6/9/2024,"Order
",204-5611563-3178907,Product A,300.28,Payment,,,,,,,
6/9/2024,"Order
",204-5611563-3178907,Product A,543.74,Payment,,,,,,,
6/9/2024,"Order
",504-0321417-4576851,Product A,239.7,Payment,,,,,,,
6/9/2024,Fulfilment Fee Refund,804-9069352-0076091,Fulfillment Fee Refund,197.06,Payment,,,,,,,
6/9/2024,Fulfilment Fee Refund,804-7644422-7672067,Fulfillment Fee Refund,126.26,Payment,,,,,,,
6/9/2024,"Order
",804-3695180-6132943,Product A,198.45,Payment,,,,,,,
6/9/2024,Fulfilment Fee Refund,171-2993686-1199807,Fulfillment Fee Refund,126.26,Payment,,,,,,,
6/9/2024,"Order
",304-0400825-3413708,Product A,974.57,Payment,,,,,,,
6/9/2024,"Order
",504-7015174-5557015,Product A,289.97,Payment,,,,,,,
6/9/2024,"Refund
",804-9069352-0076091,Product A,-543.05,Payment,,,,,,,
6/10/2024,"Refund
",804-7644422-7672067,Product A,-612.9,Payment,,,,,,,
6/10/2024,Fulfilment Fee Refund,704-7323800-0251144,Fulfillment Fee Refund,93.22,Payment,,,,,,,
6/10/2024,"Refund
",171-2993686-1199807,Product A,-537.7,Payment,,,,,,,
6/10/2024,Fulfilment Fee Refund,804-5229559-7434601,Fulfillment Fee Refund,197.06,Payment,,,,,,,
6/10/2024,"Refund
",704-7323800-0251144,Product A,-304,Payment,,,,,,,
6/10/2024,"Adjustment
",604-0056957-8230653,FBA Inventory Reimbursement - Customer Return,50.56,Payment,,,,,,,
6/10/2024,Fulfilment Fee Refund,304-0827733-2138610,Fulfillment Fee Refund,179.96,Payment,,,,,,,
6/10/2024,Fulfilment Fee Refund,804-7790925-3674946,Fulfillment Fee Refund,148.1,Payment,,,,,,,
6/10/2024,"Refund
",804-5229559-7434601,Product A,-549.75,Payment,,,,,,,
6/10/2024,"Refund
",304-0827733-2138610,Product A,"-1,388.02",Payment,,,,,,,
6/10/2024,"Adjustment
",704-6137995-0193177,FBA Inventory Reimbursement - Customer Service Issue,224.93,Payment,,,,,,,
6/10/2024,"Refund
",804-7790925-3674946,Product A,-549.75,Payment,,,,,,,
6/10/0202,Fulfilment Fee Refund,804-5031813-4259944,Fulfillment Fee Refund,54.88,Payment,,,,,,,
6/10/0202,Fulfilment Fee Refund,804-5031813-4259944,Fulfillment Fee Refund,54.88,Payment,,,,,,,
6/10/0202,"Refund
",804-5031813-4259944,Product A,-362.17,Payment,,,,,,,
6/10/0202,"Refund
",804-5031813-4259944,Product A,-429.82,Payment,,,,,,,
6/10/0202,Fulfilment Fee Refund,204-4143929-6034876,Fulfillment Fee Refund,69.62,Payment,,,,,,,
6/10/0202,"Adjustment
",704-8121415-2211813,FBA Inventory Reimbursement - Customer Return,217.38,Payment,,,,,,,
6/10/0202,"Refund
",204-4143929-6034876,Product A,-330.49,Payment,,,,,,,
6/10/0202,Fulfilment Fee Refund,804-6700139-5470564,Fulfillment Fee Refund,179.96,Payment,,,,,,,
6/10/0202,"Refund
",804-6700139-5470564,Product A,"-1,241.74",Payment,,,,,,,
6/10/0202,"Transfer
",,To account ending with:,"-1,22,714.44",Payment,,,,,,,
6/10/0202,"Transfer
",,To account ending with:,"-77,045.68",Payment,,,,,,,
6/10/0202,"Adjustment
",804-1570616-0513736,FBA Inventory Reimbursement - Customer Return,54.58,Payment,,,,,,,
6/10/0202,Fulfilment Fee Refund,504-3348717-6678107,Fulfillment Fee Refund,158.12,Payment,,,,,,,
6/10/0202,"Adjustment
",204-1775177-4199487,FBA Inventory Reimbursement - Customer Return,497.69,Payment,,,,,,,
6/10/0202,Fulfilment Fee Refund,171-9699230-4617946,Fulfillment Fee Refund,116.24,Payment,,,,,,,
6/10/0202,"Refund
",504-3348717-6678107,Product A,-614.74,Payment,,,,,,,
6/10/0202,"Refund
",171-9699230-4617946,Product A,-828.96,Payment,,,,,,,
6/10/0202,"Adjustment
",604-5948826-2491433,FBA Inventory Reimbursement - Customer Return,39.36,Payment,,,,,,,
6/10/0202,Fulfilment Fee Refund,704-9018210-1430816,Fulfillment Fee Refund,179.96,Payment,,,,,,,
6/10/0202,"Adjustment
",704-3153518-6657217,FBA Inventory Reimbursement - Customer Service Issue,67.8,Payment,,,,,,,
6/10/0202,"Refund
",704-9018210-1430816,Product A,"-1,127.95",Payment,,,,,,,
6/10/0202,"Order
",804-0580871-4474372,Product A,-93.22,Payment,,,,,,,
6/10/0202,"Order
",404-4848079-5534238,Product A,196.03,Payment,,,,,,,
6/10/0202,"Adjustment
",804-5407591-8434641,FBA Inventory Reimbursement - Customer Return,43.64,Payment,,,,,,,
6/10/0202,Fulfilment Fee Refund,604-8632453-8197188,Fulfillment Fee Refund,159.3,Payment,,,,,,,
6/10/0202,Fulfilment Fee Refund,504-3514361-3278977,Fulfillment Fee Refund,93.22,Payment,,,,,,,
6/10/0202,"Order
",204-8825859-7536348,Product A,577.59,Payment,,,,,,,
6/10/0202,"Order
",604-8904922-4236929,Product A,"1,007.68",Payment,,,,,,,
6/10/0202,"Refund
",504-3514361-3278977,Product A,-330.13,Payment,,,,,,,
6/10/0202,"Refund
",604-8632453-8197188,Product A,"-1,178.40",Payment,,,,,,,
6/10/0202,Fulfilment Fee Refund,504-8224850-4195692,Fulfillment Fee Refund,126.26,Payment,,,,,,,
6/10/0202,"Order
",504-7716115-3013549,Product A,224.53,Payment,,,,,,,
6/10/0202,"Order
",804-1150385-2511882,Product A,356.19,Payment,,,,,,,
6/10/0202,"Order
",804-1496602-9297306,Product A,306.85,Payment,,,,,,,
6/10/0202,"Refund
",504-8224850-4195692,Product A,-559.47,Payment,,,,,,,
6/10/0202,Fulfilment Fee Refund,204-9694665-8359728,Fulfillment Fee Refund,158.12,Payment,,,,,,,
6/10/0202,"Order
",171-5622975-0132346,Product A,239.03,Payment,,,,,,,
6/10/0202,"Adjustment
",,FBA Inventory Reimbursement - Damaged:Warehouse,112.93,Payment,,,,,,,
6/10/0202,"Refund
",204-9694665-8359728,Product A,-598.29,Payment,,,,,,,
6/10/0202,"Order
",404-1208580-9693100,Product A,577.59,Payment,,,,,,,
6/10/0202,"Order
",804-8133439-3270127,Product A,234.18,Payment,,,,,,,
6/10/0202,"Order
",404-2878867-1159524,Product A,413.64,Payment,,,,,,,
6/10/0202,"Order
",604-2770876-1397754,Product A,239.7,Payment,,,,,,,
6/10/0202,"Order
",604-6367256-1691858,Product A,196.7,Payment,,,,,,,
6/10/0202,"Order
",204-3321546-2076664,Product A,912.27,Payment,,,,,,,
6/10/0202,"Order
",504-7194101-6013562,Product A,881.92,Payment,,,,,,,
6/10/0202,"Service Fee
",,Cost of Advertising,"-2,432.42",Payment,,,,,,,
6/10/0202,"Order
",204-6034757-2353816,Product A,165.22,Payment,,,,,,,
6/10/0202,"Order
",171-0827839-4513999,Product A,577.59,Payment,,,,,,,
6/10/0202,"Order
",304-4999430-4255929,Product A,577.99,Payment,,,,,,,
6/10/0202,"Order
",504-7194101-6013562,Product A,881.92,Payment,,,,,,,
6/10/0202,"Order
",204-5961629-1278786,Product A,822.29,Payment,,,,,,,
6/10/0202,"Order
",804-9072452-7134853,Product A,-93.22,Payment,,,,,,,
6/10/0202,"Order
",604-6814496-7495610,Product A,890.32,Payment,,,,,,,
6/10/0202,"Adjustment
",304-1657447-3136904,FBA Inventory Reimbursement - Customer Service Issue,50.56,Payment,,,,,,,
6/10/0202,"Order
",804-1617944-1651196,Product A,609.2,Payment,,,,,,,
6/10/0202,Fulfilment Fee Refund,171-9974340-8091012,Fulfillment Fee Refund,89.68,Payment,,,,,,,
6/10/0202,"Order
",704-0582231-6093596,Product A,390.19,Payment,,,,,,,
6/10/0202,"Order
",604-6117246-4634239,Product A,239.7,Payment,,,,,,,
6/10/0202,"Order
",304-4075284-7134816,Product A,272.09,Payment,,,,,,,
6/10/0202,"Order
",304-4075284-7134816,Product A,262.74,Payment,,,,,,,
6/10/0202,"Refund
",504-9055253-3553661,Product A,-659.77,Payment,,,,,,,
6/10/0202,"Refund
",171-9974340-8091012,Product A,-287.07,Payment,,,,,,,
6/10/0202,"Order
",704-4441003-3432739,Product A,"1,250.54",Payment,,,,,,,
6/10/0202,"Order
",604-3791423-7117532,Product A,836.27,Payment,,,,,,,
6/10/0202,"Order
",604-1256731-3455991,Product A,"1,357.50",Payment,,,,,,,
6/10/0202,"Order
",604-6237674-4613149,Product A,239.7,Payment,,,,,,,
6/10/0202,"Order
",604-1870644-1638477,Product A,"1,190.70",Payment,,,,,,,
6/10/0202,"Adjustment
",304-9107149-0138418,FBA Inventory Reimbursement - Customer Return,29.74,Payment,,,,,,,
6/10/0202,"Order
",604-9704340-9619415,Product A,908.45,Payment,,,,,,,
6/10/0202,"Order
",704-8383525-9255994,Product A,366.59,Payment,,,,,,,
6/10/0202,"Order
",804-5223438-7295437,Product A,577.58,Payment,,,,,,,
6/10/0202,"Order
",504-3361227-2413503,Product A,480.71,Payment,,,,,,,
6/10/0202,"Order
",204-3546049-3697113,Product A,366.59,Payment,,,,,,,
6/10/0202,"Adjustment
",404-5550693-1611664,FBA Inventory Reimbursement - Customer Return,36.81,Payment,,,,,,,
6/10/0202,"FBA Inventory Fee
",,FBA Inbound Pickup Service,"-8,439.08",Payment,,,,,,,
6/10/0202,"Order
",404-9329791-9299474,Product A,414.14,Payment,,,,,,,
6/10/0202,"FBA Inventory Fee
",,FBA Inbound Pickup Service,"-7,836.28",Payment,,,,,,,
6/10/0202,Fulfilment Fee Refund,804-0849710-2170942,Fulfillment Fee Refund,104.44,Payment,,,,,,,
6/10/0202,Fulfilment Fee Refund,804-0849710-2170942,Fulfillment Fee Refund,104.44,Payment,,,,,,,
6/10/0202,"FBA Inventory Fee
",,FBA Inbound Pickup Service,"-6,027.92",Payment,,,,,,,
6/10/0202,"Refund
",604-4031470-7651516,Product A,-667.42,Payment,,,,,,,
6/10/0202,"Order
",304-9008390-6099083,Product A,480.72,Payment,,,,,,,
6/10/0202,"Refund
",171-9528386-9570567,Product A,-882.87,Payment,,,,,,,
6/10/0202,"Refund
",804-0849710-2170942,Product A,-997.23,Payment,,,,,,,
6/10/0202,"Refund
",804-0849710-2170942,Product A,"-1,170.99",Payment,,,,,,,
6/10/0202,"Order
",604-1951575-2499826,Product A,890.32,Payment,,,,,,,
6/10/0202,"Service Fee
",,Cost of Advertising,"-2,546.23",Payment,,,,,,,
6/10/0202,"Order
",204-5775478-3519237,Product A,197.77,Payment,,,,,,,
